Company / 公司,Loan Type / 贷款类型,Product Name / 产品名称,Required Documents / 所需文件,Features / 产品特点,Benefits / 优势福利,Fees & Charges / 费用收费,Tenure / 期限,Interest Rate / 利率,Application Form URL / 申请表链接,Product Disclosure URL / 产品披露链接,Terms & Conditions URL / 条款条件链接,Preferred Customer / 目标客户,Source URL / 来源链接
AmBank (M) Berhad,OTHER,How to activate your cards via AmOnline - Internet & Mobile Banking,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/value-added-benefits/card-activation-change-pin-guide
AmBank (M) Berhad,OTHER,Learn More About the Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-signature-priority-banking-visa-infinite-credit-card-i
AmBank (M) Berhad,OTHER,Learn more about AmBank Berhad Mastercard Agreement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-ambank-islamic-mastercard-platinum-card
AmBank (M) Berhad,OTHER,Learn more about AmBank Berhad UnionPay Card Agreement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-unionpay-platinum-card
AmBank (M) Berhad,OTHER,Learn more about AmBank Islamic Berhad Mastercard Agreement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-ambank-islamic-mastercard-platinum-card
AmBank (M) Berhad,OTHER,Learn more about AmBank Islamic Berhad VISA Card Agreement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-ambank-islamic-visa-gold-card
AmBank (M) Berhad,OTHER,PENJANA Tourism Financing-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/loans-financing/business
AmBank (M) Berhad,OTHER,Step 2: Click on “Activate Card”,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/value-added-benefits/card-activation-change-pin-guide
AmBank (M) Berhad,OTHER,TERM FINANCING-i secured by ASB / ASB2 certificate,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/loans-financing/personal/personal-financing
AmBank (M) Berhad,OTHER,Visa Infinite Business Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/corporate-cards
AmBank (M) Berhad,OTHER,Visa Platinum Business Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/corporate-cards
AmBank (M) Berhad,OVERDRAFT,BLINK Your Card Today To Earn More Points,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/cards/credit-cards/ambank-bonuslink-visa-gold-card
AmBank (M) Berhad,OVERDRAFT,Overdraft/Cashline-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/loans-financing/business
AmBank (M) Berhad,PERSONAL_LOAN,Personal Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/loans-financing/personal/personal-financing
AmBank (M) Berhad,PERSONAL_LOAN,Personal Financing-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ambank.com.my/loans-financing/personal/personal-financing
B2B Finpal Sdn Bhd,OTHER,Apply for collateral-free financing up to RM1 Million,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,OTHER,Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,100%,,,,所有客户,https://www.b2bfinpal.com/business
B2B Finpal Sdn Bhd,OTHER,Invoice Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,OTHER,Our Financing Solutions,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,OTHER,Purchase Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,OTHER,Working Capital Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,SME_LOAN,Business Financing in Malaysia by B2B Finpal,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/sme
B2B Finpal Sdn Bhd,SME_LOAN,Invest In Attractive SME Financing Opportunities,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.b2bfinpal.com/
B2B Finpal Sdn Bhd,SME_LOAN,SME Financing in Malaysia by B2B Finpal,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,100%,,,,所有客户,https://www.b2bfinpal.com/business
Bank Muamalat Malaysia Berhad,OTHER,Are my deposits in an Islamic bank insured?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/
Bank Muamalat Malaysia Berhad,OTHER,"Elevate Your Financial Journey: Subscribe for Exclusive Offers, Financing Tips & Event Access!",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/
Bank Muamalat Malaysia Berhad,OTHER,Financing to fund the things that,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/personal/financing
Bank Muamalat Malaysia Berhad,OTHER,Our Financing Solutions,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/personal/financing
Bank Muamalat Malaysia Berhad,SME_LOAN,Am I able to apply for multiple SME financings for different businesses?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,Can I apply for the SME financing online?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,Do I need to pay any fees or charges to apply SME financing?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,FAQs about Bank Muamalat's SME Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,How long does it take to get approval for this SME financing scheme?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,SME Financing Options Offered by Bank Negara Malaysia,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,What are the eligibility criteria for the SME business financing?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
Bank Muamalat Malaysia Berhad,SME_LOAN,What documents are needed to apply for the SME financing for my business?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.muamalat.com.my/sme
CIMB Bank Berhad,CREDIT_CARD,#Drive4Rebat Hebat with the new CIMB PETRONAS Visa-i Credit Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/forms-apply/general/status-checker.html
CIMB Bank Berhad,CREDIT_CARD,Apply for Personal Loan and Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,Browse Debit Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/debit-card.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Cash Rebate Platinum Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/credit-card/cimb-cash-rebate-platinum-credit-card.html
CIMB Bank Berhad,CREDIT_CARD,CIMB PETRONAS Visa Infinite-iCredit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB PETRONAS Visa Platinum-iCredit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Travel Platinum Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Travel World Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Travel World Elite Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Visa Infinite Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,CIMB Visa Signature Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/apply-for-products.html
CIMB Bank Berhad,CREDIT_CARD,Can I use my debit card in another country?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/debit-card.html
CIMB Bank Berhad,CREDIT_CARD,Collection for Credit Card and Personal,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/help-support/customer-help-centre.html
CIMB Bank Berhad,CREDIT_CARD,Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/product-disclosure-sheets.html
CIMB Bank Berhad,CREDIT_CARD,Credit Card Services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/product-disclosure-sheets.html
CIMB Bank Berhad,CREDIT_CARD,Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/product-disclosure-sheets.html
CIMB Bank Berhad,CREDIT_CARD,Debit Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/debit-card.html
CIMB Bank Berhad,CREDIT_CARD,Get access to flexible monthly credit card payments via CIMB OCTO App today!,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/credit-card/cimb-cash-rebate-platinum-credit-card.html
CIMB Bank Berhad,CREDIT_CARD,How do I apply for a debit card with CIMB?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/day-to-day-banking/cards/debit-card.html
CIMB Bank Berhad,CREDIT_CARD,Make credit card payments,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.cimb.com.my/en/personal/digital-services/cimb-clicks.html
